pkg_Title_ID	Region	Title_RIF_Missing	pkg_link	License	pkg_Content_ID	last_modified		pkg_File_Size		PSP2_SYSTEM_VER	APP_VER	VERSION
PCSH10000	ASIA	WORLD OF FINAL FANTASY Dungeon Demo          [ID: WORLDOFFFPSVITA0]	http://zeus.dl.playstation.net/cdn/HP0082/PCSH10000_00/HP0082-PCSH10000_00-WORLDOFFFPSVITA0_bg_1_fb2db7645de4cb47d4df5a1fae6e095c96a341c2.pkg	KO5ifR1dg/J5YXyPAKArwLZ4GIIsANkf7h/k4+Lv5uYWEBzmGeJogM9/+c6vtojU86XfqNYqXPnh9bvRGB/cAAA/oRXT	HP0082-PCSH10000_00-WORLDOFFFPSVITA0	2020/01/01		593035120		3.61	01.00	01.01
PCSH10065	ASIA	骰動人生好運道 DRAGON QUEST＆FINAL FANTASY 30th ANNIVERSARY          [ID: APPCONVVITAXXXXX]	http://zeus.dl.playstation.net/cdn/HP0082/PCSH10065_00/HP0082-PCSH10065_00-APPCONVVITAXXXXX_bg_1_7606970bf4c8552ad32d3e28f6650017af0a7493.pkg	KO5ifR1dQ+d7BABdAbbFwxDoMlOw/QEBQPvDwjxDHCNAAJ//lM9orZ7aKXf+VdiZiI9brraMxvjgBgCebxaf	HP0082-PCSH10065_00-APPCONVVITAXXXXX	2020/01/01		1420376304		3.65	01.00	01.01
PCSH10066	ASIA	骰動人生好運道 DRAGON QUEST＆FINAL FANTASY 30th ANNIVERSARY 體驗版          [ID: APPCONVVITAXXXXX]	http://zeus.dl.playstation.net/cdn/HP0082/PCSH10066_00/HP0082-PCSH10066_00-APPCONVVITAXXXXX_bg_1_7553ce2876cf742ee1488d7eac5f01767a2c6c9d.pkg	KO5ifR1dQ+d7BABdAbbFwxDoMjOw/QEBQPvDwjxDHCNAAJ//9nAvkj54jKX+uRJ3dPfNqvWjMT64AQDncBT5	HP0082-PCSH10066_00-APPCONVVITAXXXXX	2020/01/01		599628656		3.65	01.00	01.00
PCSH10067	ASIA	Secret of Mana          [ID: SECRETOFMANAPS40]	http://zeus.dl.playstation.net/cdn/HP0082/PCSH10067_00/HP0082-PCSH10067_00-SECRETOFMANAPS40_bg_1_95bfa5c8e9550c0b9b9de8f5c01892c40575ade7.pkg	KO5ifR1dQ+d7BABdAbbFwxDoMnOQ/cGuzkGuIf5uvo5+jgHBJgb4/PdU0fBLZLDFfmuGM3fzkpfZjcb44AYAw4AUUwAA	HP0082-PCSH10067_00-SECRETOFMANAPS40	2020/01/01		1778352000		3.67	01.00	01.00
PCSH10070	ASIA	[*No zRIF] 포춘 스트리트 DRAGON QUEST＆FINAL FANTASY 30th ANNIVERSARY 체험판          [ID: APPCONVVITAXXXXX]	http://zeus.dl.playstation.net/cdn/HP0082/PCSH10070_00/HP0082-PCSH10070_00-APPCONVVITAXXXXX_bg_1_7d973ef2c6923e5ab4957fdadbcb58387e99f53f.pkg	NOT REQUIRED	HP0082-PCSH10070_00-APPCONVVITAXXXXX	2020/01/01		598688016		3.65	01.00	01.00
PCSH00003	ASIA	真・三國無雙 NEXT          [ID: MUSOUNEXT0000000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00003_00/zfpOMktCWrblpvxsCtYwqLgRxbVcyXiQjyAgVkpuSBVMNAKEtdkFINvRzCtozZFjSBzKCsqBKGyCTMAvJTeiySQBttIcVIXQQIzfI.pkg	KO5ifR1dQ+d7BBgYGpiBVHuAnQKy3zc02D/UzzUiBGopPv/dd3uS8rhxofTcksUH5t5+rjIa44MbAACOFxYL	HP0106-PCSH00003_00-MUSOUNEXT0000000	2020/01/01		1541259296		1.51	01.00	01.01
PCSH00004	ASIA	真・三國無雙 NEXT 體驗版          [ID: MUSOUNEXTTRIAL01]	http://ares.dl.playstation.net/cdn/HP0106/PCSH00004_00/VaBOPLkzZlLDNBtfAyggTQtRAjUerMxVyNvmntXFyZYvdoMwLGSPVhaympucOmsJdlbvanzrdRgfKzzaqmgOyEFxdsdfKaApknVpM.pkg	KO5ifR1dg/J5YXyPAANDAzOQag+wK0D2+4YG+4f6uUaEhAR5OvoYGOLz38N/p+YrvnSXKBPcKt+Un1U+GuODGwAA80YU/gAA	HP0106-PCSH00004_00-MUSOUNEXTTRIAL01	2020/01/01		243165536		1.61	01.00	01.00
PCSH00045	ASIA	討鬼傳          [ID: PKGTOUKIDEN00000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00045_00/IYfQfgOWSSRwDVRmDQVYvxjvlkYpITzITqvBNmrKAlpMZfIesuEZEPulmtQQLluwHwEqFCCgZqJBcUOqckABciUECcUHfFvLprAiC.pkg	KO5ifR1dQ+d7BBgYGpiBVHuAHGEKsj/A2z3EP9Tb08XVD2wpPv8tYZ7yfpbMzFrNxSsq5A5tYhyN8cENAEfgFA8A	HP0106-PCSH00045_00-PKGTOUKIDEN00000	2020/01/01		1978503408		2.12	01.00	01.00
PCSH00048	ASIA	[*No zRIF] 討鬼傳 體驗版          [ID: PKGTOUKIDENTRIAL]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00048_00/sQuNpaqbVNTGQrWzQhjNUWVBhZDvrQurhJvvnDknFNzThhLUNcBrGbJhLIkUVLUCfujjIPNMbtLEFzOecFJOijIVlDoKsfnEgXhbV.pkg	NOT REQUIRED	HP0106-PCSH00048_00-PKGTOUKIDENTRIAL	2020/01/01		1017352208		2.60	01.00	01.01
PCSH00052	ASIA	真・三國無雙７ with 猛將傳          [ID: SM7WXLGAMETW0000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00052_00/EGcNFNKnsEXRGXPzwpLIvRlsqtXEBrGeGCJXqVKNjWNwDCaOdyPYcIPzIlJLmZMcHWkCNGLWQLtOOmsOnUEsmKQzrForwHxmMrDnx.pkg	KO5ifR1dQ+d7BBgYGpiBVHuA7DcC2R/sax4e4ePu6OsaEg6yFJ//1hy7PG/pzveia/w85Cf9Otw9GuODGwAA5sYWOgAA	HP0106-PCSH00052_00-SM7WXLGAMETW0000	2020/01/01		3413823344		2.61	01.00	01.00
PCSH00054	ASIA	無雙OROCHI 蛇魔２ Ultimate          [ID: OROCHI2ULTGAMETW]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00054_00/qJnnlpVSMDJKhTrqAunYuIznChczDWxBUNJodsVkklKbpbdJUGEOJxVVzQytLOXVFxJRtdwZxjWemvyCrrxbIPPEGHzPrAcatkpWP.pkg	KO5ifR1dQ+d7BBgYGpiBVHuA7DcB2e8f5O/s4WkU6hPi7ujrGhKOz39XH4VX5B3oj+AwZDmY0ardPhrjgxsAAMWkFE0A	HP0106-PCSH00054_00-OROCHI2ULTGAMETW	2020/01/01		3510476368		3.00	01.00	01.01
PCSH00087	ASIA	信長之野望・創造          [ID: GAME000000000000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00087_00/qWmJEyQyowlWpglYWLDwcJCjWRNoBbhTJTZGNsDWijumBdQPSQpTJNrygatvmVnoIGfWFbXVXCHdDWVBNuFeSenBTRHAvjnpxkxdR.pkg	KO5ifR1dQ+d7BBgYGpiBVHuA3GMOst/d0dfVAAng859naKOO9Yao7t1KC149+OPeORrjgxsAAOhZE/MA	HP0106-PCSH00087_00-GAME000000000000	2020/01/01		1403681056		3.15	01.00	01.01
PCSH00102	ASIA	討鬼傳 極 體驗版          [ID: PKGTOUKIDENDEMO0]	http://ares.dl.playstation.net/cdn/HP0106/PCSH00102_00/CwqkwWsLKFhdQHogMwSxkbydiWwpQumJaPfkqYGsrEQnhmOszqBZpwFSqMNnHUrBJIlejbsvDhTSvUoBhxgmZMCSpqEwyCYZlYrbR.pkg	KO5ifR1dg/J5YXyPAANDAzOQag+g6QZGIPsDvN1D/EO9PV1c/Vxcff0N8PnPd/4xg8639777v/i1d43mh5jRGB/cAACgQxdA	HP0106-PCSH00102_00-PKGTOUKIDENDEMO0	2020/01/01		1661758208		3.15	01.00	01.01
PCSH00103	ASIA	討鬼傳 極          [ID: PKGTOUKIDEN00000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00103_00/PmkIaIKVimbbBbeIBwGydlEbkFIKjrbEdGDAzrGJRoTLimbNDmZOdXmJZujKPRtQLfcmXluYsNEomuIHDKSzjWGjSTAobTnGuUTss.pkg	KO5ifR1dQ+d7BBgYGpiBVHsATTcwBtkf4O0e4h/q7eni6ge2FJ//NrVemqr63SHo0PcfmlvfrfsyGuODGwAAH/gXAAAA	HP0106-PCSH00103_00-PKGTOUKIDEN00000	2020/01/01		3398543392		3.15	01.00	01.01
PCSH00110	ASIA	讨鬼传 极          [ID: PKGTOUKIDEN00000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00110_00/HP0106-PCSH00110_00-PKGTOUKIDEN00000_bg_2_165171530466dfa14948992424cbe870f5062dcd.pkg	KO5ifR1dQ+d7BBgYGpiBVHsATTcE2x/g7R7iH+rt6eLqB7YUn/8Mj7MrGpxXXKyZ4dYmde3QzNEYH9wAAK0aEx4A	HP0106-PCSH00110_00-PKGTOUKIDEN00000	2020/01/01		3427198784		3.36	01.00	01.02
PCSH00112	ASIA	讨鬼传 极 体验版          [ID: PKGTOUKIDENDEMO0]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00112_00/HP0106-PCSH00112_00-PKGTOUKIDENDEMO0_bg_1_eaa081b80bedef3f6b777e832badc2a670b3c0e0.pkg	KO5ifR1dg/J5YXyPAANDAzOQag+g6YZGIPsDvN1D/EO9PV1c/Vxcff0N8PnvId+RzWGNz0OmTdvU6sW5OGs0xgc3AABV+RVA	HP0106-PCSH00112_00-PKGTOUKIDENDEMO0	2020/01/01		1687713568		3.36	01.00	01.00
PCSH00152	ASIA	戰國無雙 編年史 ３          [ID: APPLICATION00000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00152_00/HP0106-PCSH00152_00-APPLICATION00000_bg_1_006fad8550f8006a7c17a871e73a663285ffe747.pkg	KO5ifR1dQ+d7BBgYGpiBVHsATTc1AtsfEODj6ewY4unvB7YUn//Om/9/d7Ks4AJHHfvZjb//to3G+OAGAFMYFoMA	HP0106-PCSH00152_00-APPLICATION00000	2020/01/01		2106954624		3.36	01.00	01.01
PCSH00164	ASIA	戰國無雙４-Ⅱ          [ID: APPLICATION00000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00164_00/HP0106-PCSH00164_00-APPLICATION00000_bg_1_9f2338fb2cab3d4fbb793e4df265cd1d70873265.pkg	KO5ifR1dQ+d7BBgYGpiBVHsATTczAdsfEODj6ewY4unvB7YUn//2bQmXTFOcGnrje/ukDLUNV0djfHADAI4/FNkA	HP0106-PCSH00164_00-APPLICATION00000	2020/01/01		3390522256		3.50	01.00	01.00
PCSH00171	ASIA	信長之野望・創造 with 威力加強版          [ID: GAME000000000000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00171_00/HP0106-PCSH00171_00-GAME000000000000_bg_1_ab87835733715933cd4cfeff53f3c15dd6bc85cc.pkg	KO5ifR1dQ+d7BBgYGpiBVHsATTc3BNnv7ujraoAE8PnPmvtdpbNlwpzrZdy3VKyEtozG+OAGABTAEjoA	HP0106-PCSH00171_00-GAME000000000000	2020/01/01		1712802656		3.50	01.00	01.01
PCSH00192	ASIA	真・三國無雙７ Empires          [ID: SM7EMPGAMETW0000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00192_00/HP0106-PCSH00192_00-SM7EMPGAMETW0000_bg_1_cdf7172535c897024efb6e3532bb36d89586047a.pkg	KO5ifR1dQ+d7BBgYGpiBVHsATbc0Atkf7Gvu6hvg7ujrGhIOshSf/wJOmogdMDuqbiQw7fA7ZclrozE+uAEAYKMThgAA	HP0106-PCSH00192_00-SM7EMPGAMETW0000	2020/01/01		3449808448		3.52	01.00	01.02
PCSH00193	ASIA	真・三國無雙７ Empires 共鬥版          [ID: SM7EMPCOOPTW0000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00193_00/HP0106-PCSH00193_00-SM7EMPCOOPTW0000_bg_1_6c1c9f2f6ab1252b433d98efb2a453155a76dacb.pkg	KO5ifR1dg/J5YXyPAANDAzOQag+g6ZbGIPuDfc1dfQOc/f0DQsJBluLz38z9czZwx1xa9KBisVjMnii30Rgf3AAA/30VEQAA	HP0106-PCSH00193_00-SM7EMPCOOPTW0000	2020/01/01		3443708048		3.52	01.00	01.02
PCSH00220	ASIA	蘇菲的鍊金工房 ～不可思議書的鍊金術士～          [ID: SOPHIE00MASTER00]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00220_00/HP0106-PCSH00220_00-SOPHIE00MASTER00_bg_1_5516fd1b0114b2af02e297118c883faac1a77c6f.pkg	KO5ifR1dQ+d7BBgYGpiBVHsAbTMC2x/sH+DhCbTE1zE4xDUIaAYe4HO5dvHj5fxJ5VF2Avxn+hVHY3xwAwCJ6hOY	HP0106-PCSH00220_00-SOPHIE00MASTER00	2020/01/01		2037931280		3.52	01.00	01.00
PCSH00250	ASIA	DEAD OR ALIVE Xtreme 3 Venus          [ID: DOAX300000000000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00250_00/HP0106-PCSH00250_00-DOAX300000000000_bg_1_030aa618e875348b346fd5afb7edc7df01c12251.pkg	KO5ifR1dQ+d7BBgYGpiBVHsAbYPY7+LvGGGMsNMAn/++8rzZUv7d2aDuTeUa1ZQv80ZjfHADALA5FP4A	HP0106-PCSH00250_00-DOAX300000000000	2020/01/01		1896722400		3.57	01.00	01.01
PCSH00253	ASIA	進擊的巨人          [ID: AT1CHHDDGAME0000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00253_00/HP0106-PCSH00253_00-AT1CHHDDGAME0000_bg_1_839e443dee323eda738f868ed375c82946de5983.pkg	KO5ifR1dQ+d7BBgYGpiBVHsAbTM1BtsfYujs4eHi4u7oC7LKAJ//2rdP/bo1/0mWp/5f/yu7r+uPxvjgBgBhehX0	HP0106-PCSH00253_00-AT1CHHDDGAME0000	2020/01/01		2893873776		3.60	01.00	01.00
PCSH00254	ASIA	無夜國度          [ID: DARK000MASTER000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00254_00/HP0106-PCSH00254_00-DARK000MASTER000_bg_1_cda6865ec956ad3fcb448784da69536fc88eaa82.pkg	KO5ifR1dQ+d7BBgYGpiBVHsAbTM1Adnv4hjkDdTq6xgc4hoEMgMPeH9quZjrw3vZeVJvWf6eZu0bjfHBDQAd4BUu	HP0106-PCSH00254_00-DARK000MASTER000	2020/01/01		1860108912		3.57	01.00	01.01
PCSH00275	ASIA	金色琴弦４          [ID: CORDA4VITAPKG000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00275_00/HP0106-PCSH00275_00-CORDA4VITAPKG000_bg_1_290cb06a7befc3a45b66746b94e7d1fccedaa3bf.pkg	KO5ifR1dg/J5YXyPAANDAzOQag+gbeamIPud/YNcHE3CPEMcA7xBduPzH/u8L/qWPNOLnk6ZE9Qxp6NpkEcH80hPjwDUtBRm	HP0106-PCSH00275_00-CORDA4VITAPKG000	2020/01/01		1645971760		3.60	01.00	01.00
PCSH00281	ASIA	DEAD OR ALIVE Xtreme 3 Venus Free-to-Play Version          [ID: DOAX300000000000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00281_00/HP0106-PCSH00281_00-DOAX300000000000_bg_1_1fef0294acbc384a66eed10f44a896e7cab1ad2a.pkg	KO5ifR1dQ+d7BBgYGpiBVHsAbbMwBNnv4u8YYYyw0wCf/9h52KeqBJm69JU0XM86odsxGuODGwAAL74RtAAA	HP0106-PCSH00281_00-DOAX300000000000	2020/01/01		986736656		3.57	01.00	01.01
PCSH00291	ASIA	信長之野望･創造 戰國立志傳          [ID: GAME000000000000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00291_00/HP0106-PCSH00291_00-GAME000000000000_bg_1_dccef332d7fa80eb8844c505602bbb68a1a35c0d.pkg	KO5ifR1dQ+d7BBgYGpiBVHsAbbM0BNnv7ujraoAE8PlPalW9z13LD3WLpYOPn3peaDMa44MbAAAWHRQL	HP0106-PCSH00291_00-GAME000000000000	2020/01/01		2235179968		3.60	01.00	01.01
PCSH00292	ASIA	討鬼傳２          [ID: TOUKIDEN20000000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00292_00/HP0106-PCSH00292_00-TOUKIDEN20000000_bg_1_54ad0cc1aa6933eac7f95a54e2354481f83c80c8.pkg	KO5ifR1dQ+d7BBgYGpiBVHsAbbM0Atkf4h/q7eni6mcEtRSf//Zo16hM1ole13OuWv3qmd2zRmN8cAMABkcUjwAA	HP0106-PCSH00292_00-TOUKIDEN20000000	2020/01/01		2923521872		3.61	01.00	01.00
PCSH00308	ASIA	三國志13 with 威力加強版          [ID: SAN13WPKGAMETW00]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH00308_00/HP0106-PCSH00308_00-SAN13WPKGAMETW00_bg_1_de668991d2e8214fd02dc65270a01dc7bdefa742.pkg	KO5ifR1dQ+d7BBgYGpiBVHuAHGIBsj/Y0c/QODzA293R1zUkHGgGHnA50yr36Lb/fRKL9+5I2RDRMRrjgxsAADkaFdMA	HP0106-PCSH00308_00-SAN13WPKGAMETW00	2020/01/01		2837615040		3.63	01.00	01.01
PCSH10006	ASIA	真・三國無雙 英傑傳          [ID: PIECEGAMEHP00000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH10006_00/HP0106-PCSH10006_00-PIECEGAMEHP00000_bg_1_d50e9e61bd97809464159a563a7eaae24b56298f.pkg	KO5ifR1dQ+d7BBgYGpiBVHsYgpwGsj/A09XZ1d3R1xUoCQL4/BdyZsYrSYO7QoJsgYKnUg2KR2N8cAMAxzcSkAAA	HP0106-PCSH10006_00-PIECEGAMEHP00000	2020/01/01		1707317856		3.61	01.00	01.01
PCSH10007	ASIA	真・三國無雙 英傑傳 體驗版          [ID: PIECEGAMEHPTRIAL]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH10007_00/HP0106-PCSH10007_00-PIECEGAMEHPTRIAL_bg_2_a1489ce7cf74dcca230ebc0620a3b52cc72014a1.pkg	KO5ifR1dg/J5YXyPAANDAzOQag9DkKtA9gd4ujq7ujv6unoEhAR5Ovrg819KmORR2SjlvpAfnFpPjaasHo3xwQ0Aiu0TmAAA	HP0106-PCSH10007_00-PIECEGAMEHPTRIAL	2020/01/01		792688992		3.61	01.00	01.01
PCSH10015	ASIA	討鬼傳２ 繼承體驗版          [ID: TOUKIDEN2DEMO200]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH10015_00/HP0106-PCSH10015_00-TOUKIDEN2DEMO200_bg_1_c12a1d43343060dcb8d73c75fce50656e7d31054.pkg	KO5ifR1dQ+d7BBgYGpiBVHsYAo03Bdkf4h/q7eni6mfk4urrbwQ0Aw9oPKrWtD03JXGzmVTP8U2z5o/G+OAGAHcSFMcA	HP0106-PCSH10015_00-TOUKIDEN2DEMO200	2020/01/01		1507953776		3.61	01.00	01.00
PCSH10022	ASIA	讨鬼传２          [ID: TOUKIDEN20000000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH10022_00/HP0106-PCSH10022_00-TOUKIDEN20000000_bg_2_52cd5b29cb5d9439d4edd76b04a2b756c6aac2e5.pkg	KO5ifR1dQ+d7BBgYGpiBVHsYAq0zAtkf4h/q7eni6mcEtRSf/1wWNSjorCzc8jyr/wN7wpqg0Rgf3AAAFGIT+wAA	HP0106-PCSH10022_00-TOUKIDEN20000000	2020/01/01		2942897424		3.65	01.00	01.02
PCSH10023	ASIA	讨鬼传２ 继承体验版          [ID: TOUKIDEN2DEMO200]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH10023_00/HP0106-PCSH10023_00-TOUKIDEN2DEMO200_bg_2_78267be607317664e63afc77f087bcbc2a0ae52d.pkg	KO5ifR1dQ+d7BBgYGpiBVHsYAq0zBtkf4h/q7eni6mfk4urrbwQ0Aw/Q/3Fkz771HcnyDX5LLn6NSRmN8cENAB93FcQA	HP0106-PCSH10023_00-TOUKIDEN2DEMO200	2020/01/01		1532524992		3.65	01.00	01.03
PCSH10025	ASIA	烙印勇士無雙          [ID: SLAYERGAME000000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH10025_00/HP0106-PCSH10025_00-SLAYERGAME000000_bg_1_235d8314209c051738c899619f42d907f2bc6230.pkg	KO5ifR1dQ+d7BBgYGpiBVHsYAq0zBdkf7OMY6Rrk7ujrCrEUn//md8XaOr1w6Lh7dNvee8+cukdjfHADABXMFckA	HP0106-PCSH10025_00-SLAYERGAME000000	2020/01/01		2995395520		3.63	01.00	01.00
PCSH10026	ASIA	菲莉絲的鍊金工房 ～不可思議旅的鍊金術士～          [ID: FIRISMASTER00000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH10026_00/HP0106-PCSH10026_00-FIRISMASTER00000_bg_1_e61c9b9eee71747448e11fb3528f217838100cd4.pkg	KO5ifR1dQ+d7BBgYGpiBVHsYAq0zA9nv5hnkGezrGBziGgS2FJ//thhq3n7dZ/ctKdP2voPlhRmjMT64AQDPIBT8	HP0106-PCSH10026_00-FIRISMASTER00000	2020/01/01		2832927488		3.63	01.00	01.00
PCSH10027	ASIA	討鬼傳２ 共鬥版          [ID: TOUKIDEN2F2P0000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH10027_00/HP0106-PCSH10027_00-TOUKIDEN2F2P0000_bg_1_8f94d9fa57507db4f361ee50d9ccba99fde73d30.pkg	KO5ifR1dQ+d7BBgYGpiBVHsYAq0zB9kf4h/q7eni6mfkZhQAshSf/77LsWov2y3zTDlO1TcvRPboaIwPbgAAGrQSwgAA	HP0106-PCSH10027_00-TOUKIDEN2F2P0000	2020/01/01		2367289920		3.63	01.00	01.01
PCSH10037	ASIA	無雙☆群星大會串          [ID: STARGAMETW000000]	http://zeus.dl.playstation.net/cdn/HP0106/PCSH10037_00/HP0106-PCSH10037_00-STARGAMETW000000_bg_1_18bde7b3074437be7c815f2f1cb01bbfdb5ceeb1.pkg	KO5ifR1dQ+d7BBgYGpiBVHsYAl1iDrI/OMQxyN3R1zUkHGIpPv/92Zp2yP9Wm/1Cl0tx85YmvR6N8cENAGVgFfIA	HP0106-PCSH10037_00-STARGAMETW000000	2020/01/01		2806153312		3.63	01.00	01.01
PCSH00289	ASIA	√Letter 方根書簡          [ID: PKG000000000GAME]	http://zeus.dl.playstation.net/cdn/HP0117/PCSH00289_00/HP0117-PCSH00289_00-PKG000000000GAME_bg_1_8502c0011a2aa5cfb7b9e82ee7deef0653696977.pkg	KO5ifR1dQ+d7BBgYGpqDVHsAbbOwBNkf4I2w0d3R1xWf/2R1kiwenTt40EPuBNfzx7+jR2N8cAMA8NIUigAA	HP0117-PCSH00289_00-PKG000000000GAME	2020/01/01		1415221200		3.60	01.00	01.00
PCSH10024	ASIA	GOD WARS ～超越時空～          [ID: GDWSADDCONTENT00]	http://zeus.dl.playstation.net/cdn/HP0117/PCSH10024_00/HP0117-PCSH10024_00-GDWSADDCONTENT00_bg_1_50cd6e5869bd8eddaf0a4e3e7ea5a3e3b54e95b7.pkg	KO5ifR1dQ+d7BBgYGpqDVHsYAq0zAdnv7hIeDHWDK8gZ+PynJlxVzz/lw4SVwg+OGKpx3hqN8cENAN3fE80A	HP0117-PCSH10024_00-GDWSADDCONTENT00	2020/01/01		1547129456		3.63	01.00	01.00
PCSH10068	ASIA	The Lost Child          [ID: THELOSTCHILD0000]	http://zeus.dl.playstation.net/cdn/HP0117/PCSH10068_00/HP0117-PCSH10068_00-THELOSTCHILD0000_bg_1_a981a103f00dcfd2401a10ad7c05dc8c413f9673.pkg	KO5ifR1dQ+d7BBgYGpqDVHsYAl1mAbI/xMPVxz84xNnD0wdkpAE+/6n++vD114z6k8zq0Yf9LPV2jcb44AYAXPAVSQAA	HP0117-PCSH10068_00-THELOSTCHILD0000	2020/01/01		3537465536		3.65	01.00	01.00
PCSH10100	ASIA	METAL MAX Xeno          [ID: METALMAXXENOGAME]	http://zeus.dl.playstation.net/cdn/HP0117/PCSH10100_00/HP0117-PCSH10100_00-METALMAXXENOGAME_bg_1_b79d6e2c5b8f33b1ded3eff639f8bb2c96d9e3ac.pkg	KO5ifR1dQ+d7BBgYGpqDVHsYGhgagO33dQ1x9PF1jIhw9fN3d/R1xee/x6XOPzQz9zKxKUZfUXfdMXM0xgc3AABGzRQE	HP0117-PCSH10100_00-METALMAXXENOGAME	2020/01/01		1154078112		3.67	01.00	01.00
PCSH10126	ASIA	GOD WARS THE COMPLETE LEGEND          [ID: GDWSADDCONTENT00]	http://zeus.dl.playstation.net/cdn/HP0117/PCSH10126_00/HP0117-PCSH10126_00-GDWSADDCONTENT00_bg_1_1ee632eb0b19e9ba6ce98357cfe7920f851b91b1.pkg	KO5ifR1dQ+d7BBgYGpqDVHsYGhgamYHsd3cJD4a6wRXkDHz+czaJld8zOfPswhdLa/3fb38wGuODGwAAO5wV2QAA	HP0117-PCSH10126_00-GDWSADDCONTENT00	2020/01/01		2869423520		3.68	01.00	01.01
PCSH00088	ASIA	初音未來 -Project DIVA- F 2nd          [ID: PJDF2MOMJTNSDAYO]	http://zeus.dl.playstation.net/cdn/HP0177/PCSH00088_00/bxcfbIIkTbUbwjhowhjQQlIDskEiLboBZVdBMFYSixuDrccRmLXLyTzepnGjIafxbEZAVCEadVCvVHTcTUBxXgslzyirVpaldpiQI.pkg	KO5ifR1dQ+d7BBgYmpuDVHuA3GMBsj/Ay8XNyNff1yvEL9jFMdIfn/+u/3FYNUMmPUL68bsfff6Tf4/G+OAGAJW/Fp4A	HP0177-PCSH00088_00-PJDF2MOMJTNSDAYO	2020/01/01		3168430656		3.30	01.00	01.00
PCSH00115	ASIA	初音未來 -Project DIVA- F 2nd 體驗版          [ID: PJDF2DEMO393PRPR]	http://ares.dl.playstation.net/cdn/HP0177/PCSH00115_00/aHJlOdaszxhunPegaobOlLSgdKUGtrOlVpISaJDoxqvUFsKktRtHMHZVUaTUiZSpLKvkXxABAUmBwcrfoBlLQBngRLlKYFQzfuqYq.pkg	KO5ifR1dg/J5YXyPAANDc3OQag+g6YamIPsDvFzcjFxcff2NLY0DggKC8PnPRouhVS/E5/ezqIKkxFkbrEZjfHADAFgoE38A	HP0177-PCSH00115_00-PJDF2DEMO393PRPR	2020/01/01		224440192		3.30	01.00	01.00
PCSH00142	ASIA	電撃文庫 FIGHTING CLIMAX          [ID: FIGHTINGCLIMAX00]	http://zeus.dl.playstation.net/cdn/HP0177/PCSH00142_00/HP0177-PCSH00142_00-FIGHTINGCLIMAX00_bg_1_28b249b817aaa33ac15f2e2e14f4572660b14c91.pkg	KO5ifR1dQ+d7BBgYmpuDVHsATTcxAtnv5unuEeLp5+7s4+nrGAE0Aw9wkn68/NLyp5M4bnRUTJhTdX40xgc3AACM2RYF	HP0177-PCSH00142_00-FIGHTINGCLIMAX00	2020/01/01		877717504		3.35	01.00	01.00
PCSH00143	ASIA	夢幻之星 NOVA          [ID: NOVAAPPLICATION0]	http://zeus.dl.playstation.net/cdn/HP0177/PCSH00143_00/HP0177-PCSH00143_00-NOVAAPPLICATION0_bg_2_ccfdfde6b083b6edd71fc5f6d135936e5ee337cf.pkg	KO5ifR1dQ+d7BBgYmpuDVHsATTcxBtnv5x/m6BgQ4OPp7Bji6e9ngM9/LIYKwX0nPLL7Txw61sn4cOlojA9uAABCSxSk	HP0177-PCSH00143_00-NOVAAPPLICATION0	2020/01/01		3380268160		3.36	01.00	01.00
