pkg_Title_ID	Region	Title_and_ID2	pkg_link	pkg_Content_ID	Date Added		pkg_File_Size		VERSION
NPUI94900	US	Crash Bandicoot®          [ID: 0000000000000001]	http://zeus.dl.playstation.net/cdn/UP9000/NPUI94900_00/UBtavXvOWCiubIXMNuLGRxgSdeOLWnOVfiQwrnJEB5r8NMxumFjyaPpsNoUR2b24OO6hA87jaisfvV6lXED7fxEOUkKqbjcLGLXRl.pkg	UP9000-NPUI94900_00-0000000000000001	2020/01/01		102400		none
NPUI94900	US	none          [ID: 0000000000000002]	http://zeus.dl.playstation.net/cdn/UP9000/NPUI94900_00/sbWE9gwk7yGqN9IxohaKm8vuXa5AYcs6WE5jfXwdS5i5gdpg5jMoQmqFX2K8yP7wdkygy7PR8tN4L3hIoIvOalK62AUTeFFCPBTdC.pkg	UP9000-NPUI94900_00-0000000000000002	2020/01/01		489609120		none
NPUJ00461	US	Xevious 3D/G+™          [ID: 0000000000000001]	http://zeus.dl.playstation.net/cdn/UP9000/NPUJ00461_00/IlSocPCwoWHxuiMhKrLZNmYiolUWeofHvOHpKpGaXAVGVGnnMPwacaHZuPVQSnAm.pkg	UP9000-NPUJ00461_00-0000000000000001	2020/01/01		229136		01.00
NPEF00021	EU	DRIVER          [ID: GDRIVERENG000001]	http://zeus.dl.playstation.net/cdn/EP0001/NPEF00021_00/yJL3FxJDp89qORKymolkswfSrjTjkOSS3w3appEWWqnI8bgeQKrgIfjVH4RRdkAchA7qJXn4axtEdcn9YnJRGTpdaa5wBk7H4B99h.pkg	EP0001-NPEF00021_00-GDRIVERENG000001	2020/01/01		457244544		01.00
NPEF00021	EU	DRIVER          [ID: GDRIVERFRE000001]	http://zeus.dl.playstation.net/cdn/EP0001/NPEF00021_00/UmiQ97efUSILnOJXAGRT6J1ctmB1V3w3V7N1dGNqx3cVbcHTVXmB0xnh09WNENWnsm4W6Eyd64ANWndtI5PGV0LcCQTP8pDhMDTBc.pkg	EP0001-NPEF00021_00-GDRIVERFRE000001	2020/01/01		457313216		01.00
NPEF00021	EU	DRIVER          [ID: GDRIVERGER000001]	http://zeus.dl.playstation.net/cdn/EP0001/NPEF00021_00/vCWPGF49t6dQsdpbsnOYtEWjvROecycrC1R0kWNPYgOcoNt3ipGbMIGjtbT7NB4Nd9PIoPkQh9Pc08AWRYr8YPtil4i14Jiqvgaxh.pkg	EP0001-NPEF00021_00-GDRIVERGER000001	2020/01/01		457321040		01.00
NPEF00022	EU	Rainbow Six          [ID: GRAINBOWEN000001]	http://zeus.dl.playstation.net/cdn/EP0001/NPEF00022_00/tOmoMULY6uWGcMaybiVR1SSvS58qygI4AVP4GVjwDRtSldxJ7PcPYNcV6IxLt5oQ1fv6WwKQBYtXsVsDA6MCB8pynqP6Rq8dQ34eB.pkg	EP0001-NPEF00022_00-GRAINBOWEN000001	2020/01/01		115638848		01.00
NPEF00022	EU	Rainbow Six          [ID: GRAINBOWFR000001]	http://zeus.dl.playstation.net/cdn/EP0001/NPEF00022_00/PIT1tvEXtRyJK6YU8eWd1TODpWWKcdL5pGQq6BpKKlBuecJAdfUpQ2a2Au4qNT6yMjATUEHS6MMQ0jc6Xic3kNvGKMqbNY1kg0gYh.pkg	EP0001-NPEF00022_00-GRAINBOWFR000001	2020/01/01		115761984		01.00
NPEF00023	EU	Rayman          [ID: GRAYMANENG000001]	http://zeus.dl.playstation.net/cdn/EP0001/NPEF00023_00/yjeCJ3aQkqFtdYSWQfWsb36LawLi3Cojg9vLLh6E2DRWXJM2WvaXlUuoFsbvw7bPBIJLRskONPURLCvb7CV6cdPXhTo2aOxFSP91w.pkg	EP0001-NPEF00023_00-GRAYMANENG000001	2020/01/01		158037232		01.00
NPEF00023	EU	Rayman          [ID: GRAYMANFRE000001]	http://zeus.dl.playstation.net/cdn/EP0001/NPEF00023_00/hyaJQdlE9e762kspAtnNGIEt3UAS0curmMuPh2bd4IgEDwyKNUt4hbV0pPqEXDPy0fPhA4wiSEY7ThGSMt9LmsecbA52I93Y6Kg9G.pkg	EP0001-NPEF00023_00-GRAYMANFRE000001	2020/01/01		158098416		01.00
NPEF00023	EU	Rayman          [ID: GRAYMANGER000001]	http://zeus.dl.playstation.net/cdn/EP0001/NPEF00023_00/EjyKjou2tFeOLmfvVURs06S0pwmQvBCDs3u1LGlHhYWqgRfegXhqvtJe9CVbLRjdUC2cRNEvokbQ9v9RlkVDdLej5Osq4YYyTRoRS.pkg	EP0001-NPEF00023_00-GRAYMANGER000001	2020/01/01		158099328		01.00
NPEF00108	EU	Rayman 2 The Great Escape          [ID: GRAYMAN2TH000ENG]	http://zeus.dl.playstation.net/cdn/EP0001/NPEF00108_00/6tiAFdwcd8DwbG5Ykx4529A1844NIWsEVul1mhrPM1Nln1wlue5wlJbmujOMH6KWbflTLE2oQE0CitanWL61yAvfO3jwkWth80Pgg.pkg	EP0001-NPEF00108_00-GRAYMAN2TH000ENG	2020/01/01		395093376		01.00
NPEF00108	EU	Rayman 2 The Great Escape          [ID: GRAYMAN2TH000GER]	http://zeus.dl.playstation.net/cdn/EP0001/NPEF00108_00/4KetxIO7cG5EqfxwSK9EV6DusfiJ2vO0GiX1SGYI8C7IVrtXBUa4j9QR7TLXl4AV3rruKHai2xu3evLn2G4uLtx61xOM3qM7j380u.pkg	EP0001-NPEF00108_00-GRAYMAN2TH000GER	2020/01/01		377369664		01.00
NPEF00001	EU	Populous The Beginning          [ID: GPOPULOUSTGER001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00001_00/1vqQVs1aXe2A0M7ukkOPOXUufGOWJNcgOTL9midGUvfKIdhpDGr63R6k3v1b0JD5sQuyyxYOwaX7YCf0jXL7WwU4NjvdOLAi3D9Cp.pkg	EP0006-NPEF00001_00-GPOPULOUSTGER001	2020/01/01		259616656		01.00
NPEF00001	EU	Populous The Beginning          [ID: GPOPULOUSTSPA001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00001_00/MSqiXBMREfhNtwtmI475npwuI1OUf2GiymlJhbMWwxBGEUQY4rFagBvjr0WP4jHBMCmVIOlu7O6hdLMC0e2K9kI9YgrSYBhGDFlg5.pkg	EP0006-NPEF00001_00-GPOPULOUSTSPA001	2020/01/01		259571184		01.00
NPEF00015	EU	Theme Hospital          [ID: GTHEMEHOSE000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00015_00/sQouptGXnN5G9NL7s4wEm7EKYfm56xbXNJpWNNcVetJgMCxYdhto1QipLCU7ACEjvaGo4aJb6uyKw4J2cEtph7JxqFSuOW15gn3l9.pkg	EP0006-NPEF00015_00-GTHEMEHOSE000001	2020/01/01		126581440		01.00
NPEF00015	EU	Theme Hospital          [ID: GTHEMEHOSF000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00015_00/mqVXNO6P7Mn8v6HEUpN4c8JhvB8B7mst59r7b8jaoEPX5JkTimqVPuax9hGiiMlECVo3aR76Q1ls5i2RMpPhGqQosXG0CMGpLclAW.pkg	EP0006-NPEF00015_00-GTHEMEHOSF000001	2020/01/01		126603648		01.00
NPEF00015	EU	Theme Hospital          [ID: GTHEMEHOSG000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00015_00/sXrWooDSXuNSEChxwYLD4NQAwtRqwpug6kdYmdDwfDBtljb6OxyR5m7Gto8gwjvtNlLtFefUriwrHObrPrmMx0U6eK78L8viAVn9c.pkg	EP0006-NPEF00015_00-GTHEMEHOSG000001	2020/01/01		126566640		01.00
NPEF00015	EU	Theme Hospital          [ID: GTHEMEHOSI000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00015_00/1qb2uLCLW1CMJm4Par6UqY5RIYdanQD6JD4d4WcM2mJDQgRE6l7nqRhL23ljt0bJnnUVcOnNPr8CT1RXMuYkQd7QfwT5a6af59NYE.pkg	EP0006-NPEF00015_00-GTHEMEHOSI000001	2020/01/01		126602112		01.00
NPEF00015	EU	Theme Hospital          [ID: GTHEMEHOSS000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00015_00/8a6KMdtvr6aFFNOi0n5eXf2wHieyXBh2TxUHDnDm8AArq7jI77UnkQeSVp4hGTAsUIUUjJVbUQpFwLo1rIE79qVGDxfXBBs58gp0K.pkg	EP0006-NPEF00015_00-GTHEMEHOSS000001	2020/01/01		126596432		01.00
NPEF00016	EU	Fade To Black          [ID: GFADETOBLE000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00016_00/t5y4mP5hkA7muTLeVi3ngfsYdEVElefC5fDx4bCeG5VDooKf5bB30pp8O1HBMxsqygjeQUrpUEHlbBPIrPcXTFERSAyL5Cydvra9q.pkg	EP0006-NPEF00016_00-GFADETOBLE000001	2020/01/01		354696304		01.00
NPEF00027	EU	Street Skater          [ID: GSTREETSKE000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00027_00/JacxRc2aUhhobyOrxsayOqnDJJOHI6DviNAFGr9ls4K7HNGv8Y21OEodWT1PehU4sq4AOOJwEAbF76VgmkLiH5wLNItVDEvBxtjWu.pkg	EP0006-NPEF00027_00-GSTREETSKE000001	2020/01/01		88451296		01.00
NPEF00027	EU	Street Skater          [ID: GSTREETSKF000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00027_00/R5IgMVJ6kNdFcGljG0Vxim16vKmTwRuB4q76EeB6VSYBB5bViKLBnodnoH9V0oNBh5eNf4FCaUmbb6ULcgeTKNX3DLn0nTCbHexKK.pkg	EP0006-NPEF00027_00-GSTREETSKF000001	2020/01/01		88488688		01.00
NPEF00027	EU	Street Skater          [ID: GSTREETSKG000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00027_00/HyiiJXhmNQEXyqHqUfu4L66weLaaixRCInBmMotpOVv37kf3U8GifOPb4O633XQmIOxODpsrQhd7fX4yWxpEo1IlCh8b758kV4SMs.pkg	EP0006-NPEF00027_00-GSTREETSKG000001	2020/01/01		88519808		01.00
NPEF00027	EU	Street Skater          [ID: GSTREETSKI000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00027_00/VSI12NDp2B0ngpy17quF26lf03inovnAEcCUbxksaOtvx0Jmr9hb21pCqf3sXwf0cgsiVp1e5HXjhvOOif2tP6C9dkXIA1q76BlSV.pkg	EP0006-NPEF00027_00-GSTREETSKI000001	2020/01/01		88498144		01.00
NPEF00027	EU	Street Skater          [ID: GSTREETSKS000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00027_00/RDR6uslX6EQ1GgiUMrp54QXFGauaiJHcLhGL1YJieExtkk55Tu7WcUMjQqeLmSmtA45k5FwrF4xvEWC8W4H2pasIsvHjHy0PPIhp4.pkg	EP0006-NPEF00027_00-GSTREETSKS000001	2020/01/01		88474416		01.00
NPEF00028	EU	Command & Conquer Red AlertE          [ID: GCOMMANDRE000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00028_00/TJ5seikWIrSRP33HbsBPMPkhySqqi4VQxE2YVaL48Yb70CLnVjLXmmRbrP11iU6pv4Aat8DU0jGK5oqU1AvVFg1y8HClmdGNak8vs.pkg	EP0006-NPEF00028_00-GCOMMANDRE000001	2020/01/01		1022323344		01.00
NPEF00028	EU	Command & Conquer Red Alert          [ID: GCOMMANDRF000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00028_00/TCY9KgopkF6dVAHgqqE7eg43RgdggiuQwpoBOjvyF8I6nTeRCGVOvcbowi6JSAxOCFtHuyqSbnhiYLkLEsXGYS5L6dY5LwJrMddfM.pkg	EP0006-NPEF00028_00-GCOMMANDRF000001	2020/01/01		1022367408		01.00
NPEF00029	EU	Command & Conquer          [ID: GCOMMANDFR000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00029_00/NO9AfSugn14BqeQxLcaeoGjXAB6gQ3gWwup0W86DyE3cb4WfdU5Q2wC3MGdW0PtWAj9P8yKhHNqauGIVFKHQQaOiudETlcwB1Rflg.pkg	EP0006-NPEF00029_00-GCOMMANDFR000001	2020/01/01		951462912		01.00
NPEF00039	EU	Syndicate Wars          [ID: GSYNDICATG000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00039_00/akLOX4gU5gup29bN58KU31My674abvyRW50uu599YPVcdX8F8vhDCfIyR5WnS6C5Gm6pG5qejiJ5msj9hfTcR2bRUClmqUR9mwVSt.pkg	EP0006-NPEF00039_00-GSYNDICATG000001	2020/01/01		118678848		01.00
NPEF00040	EU	Theme Park          [ID: GTHEMEPARE000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00040_00/1uxKDJ6dt4TkqTJKgPy998YYGhhIbEvmop45BHBcWhTvI3VLlUSYGy0EaTOfTvgNCWwe9aBJAmbEQxIkS0IQcXd38sb6c6JTJNKAp.pkg	EP0006-NPEF00040_00-GTHEMEPARE000001	2020/01/01		113328800		01.00
NPEF00040	EU	Theme Park          [ID: GTHEMEPARG000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00040_00/BcF8vm6jpfUpkNulK3sd5DmT9LDRTWHArSPBHnabwKVFsBdiVKndalyj2MuyFe38wwpEc7JAnIiFFJvnFCW8r9O6L2qXgH78kYpWE.pkg	EP0006-NPEF00040_00-GTHEMEPARG000001	2020/01/01		114240592		01.00
NPEF00042	EU	Command & Conquer Retaliation          [ID: GREDALERTE000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00042_00/AopOPWFl47XAPAmCl7JwAwnFt1QJYmmtAC01LqvbLBADVCe3YdYdyJ4hNJW1bUFPNJ6VVD0DanG36H4mWpadMTxmiWkygRMmuTVqg.pkg	EP0006-NPEF00042_00-GREDALERTE000001	2020/01/01		729902528		01.00
NPEF00042	EU	Command & Conquer Retaliation          [ID: GREDALERTF000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00042_00/VYSPtnkXlPMpFrJRDUrKyiw75xqIu74Pc7S7i92PUiYa6esfjDfLqvq52218PbGlgoEJVlmEHGFiWN0AUXwM73NECUwijkVuAx7QP.pkg	EP0006-NPEF00042_00-GREDALERTF000001	2020/01/01		730039088		01.00
NPEF00042	EU	Command & Conquer Retaliation          [ID: GREDALERTG000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00042_00/ejgTtyeSKy6xTH2iCGUYk7EqPVqrBFETNEVaQloW9Bi9v6Jr0WmHTyTDpHrBIKsyFIfTVTBpqQh1X01L296iCcS0Ae89QHWWfVMBH.pkg	EP0006-NPEF00042_00-GREDALERTG000001	2020/01/01		730222464		01.00
NPEF00044	EU	SimCity 2000          [ID: GSIMCITY2G000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00044_00/qEhotajDkdREY0Ge86s2AQMxxQmvP4tHt7ofqMnEcqSWKWmb6QBgjgxwlkn4oIXif0jNWucgQblitQmvgNmornXfjcLRMHWMXupLv.pkg	EP0006-NPEF00044_00-GSIMCITY2G000001	2020/01/01		33165728		01.00
NPEF00048	EU	Street Skater 2          [ID: GSTREETSKE000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00048_00/XxhLS2SOFhg8E8Lj1d0wGPYvQ8TePY23C4VHXr6mABjdxULN0Um7i5InukI99WWD6pfg1Fs5TsFHQEATklmd4HWODSkXFiMrpNTbj.pkg	EP0006-NPEF00048_00-GSTREETSKE000001	2020/01/01		126381152		01.00
NPEF00048	EU	Street Skater 2          [ID: GSTREETSKG000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00048_00/KvjHtDLjKXDDLlLOyLCwUC8KqCQeBQYL7kvGCOoNnNvlBtIhkmUGKvvhYMHuQAVDf12gWBHhebnHDvrIYktb7WIr6fMfqBt9JVBWe.pkg	EP0006-NPEF00048_00-GSTREETSKG000001	2020/01/01		126466784		01.00
NPEF00049	EU	Hi-Octane          [ID: GHIOCTANEG000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00049_00/BjqLjPmNA1cuicB9FFMY4eYwAP1t2WAy2uDLUJpNaAJEjFsE4U9WV7JgjFvhn3EpSEoxJhyOiBBcpOYbCaVMNigCbHnWc4wDLMupJ.pkg	EP0006-NPEF00049_00-GHIOCTANEG000001	2020/01/01		36505536		01.00
NPEF00050	EU	Magic Carpet          [ID: GMAGICCARG000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00050_00/HAOflI4nVfB3kvefROxmIxFhlDgOH1d3mXG4OptWsiyd5jyG8KsjNm5f38y25GrUejQl45lHMNf7DiQ51MVfSCjXM6YrpfyldhLMj.pkg	EP0006-NPEF00050_00-GMAGICCARG000001	2020/01/01		85100656		01.00
NPEF00062	EU	Future Cop L.A.P.D          [ID: GFUTURECOF000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00062_00/5GsQueFwrlY3kKC0t1mmQrsUTuV5YLMrVU2hy9chdd0XvWep7dNAuYhgIropwcX4xKHPIvGeFrOea9JcshAeE88MJfOMIwWRREofx.pkg	EP0006-NPEF00062_00-GFUTURECOF000001	2020/01/01		510301200		01.00
NPEF00062	EU	Future Cop L.A.P.D          [ID: GFUTURECOG000001]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00062_00/91Ghvn2BfSEBsJtKWBA64CWLNvCQgqS3FExyLGMGYjx1PYVOX1Ig96ooV6L5KN9VkkoObgkkwOj7rX1wpf5brUJiREp6sBcxHL9JN.pkg	EP0006-NPEF00062_00-GFUTURECOG000001	2020/01/01		510325536		01.00
NPEF00068	EU	Extreme Pinball          [ID: GEXTREMEPI000GER]	http://zeus.dl.playstation.net/cdn/EP0006/NPEF00068_00/3sE4F8Tg3kOFfsobRrF1VMUf7hAfYDeDX62mguUM5WEb83auLcpwXcEQQNWP4Jrjfu52tydMworI7oWAivXaxGeT87RTfxqyov6jj.pkg	EP0006-NPEF00068_00-GEXTREMEPI000GER	2020/01/01		23711152		01.00
NPEF00069	EU	FINAL FANTASY VII          [ID: GFINALFANE000001]	http://zeus.dl.playstation.net/cdn/EP0082/NPEF00069_00/aALrULuaUvJreGRAh2kBwATUvVAIpbtVxnMg1R155tUtLlOTWrkrvvuNY0VsfRcWjSIQHsLbD6bqvCAkB6lpoRaorfNAo9uEcvcUO.pkg	EP0082-NPEF00069_00-GFINALFANE000001	2020/01/01		1390359328		01.00
NPEF00069	EU	FINAL FANTASY VII          [ID: GFINALFANF000001]	http://ares.dl.playstation.net/cdn/EP0082/NPEF00069_00/VqxFi6P9IBjRM7SkrFArFIJ5KIMRP3mqSyEonSqCyHwyTO0NCsAp17FM2VlBiYCe4HYCrwqKLc78NqkupJKNOasp8SKdxYjRc3FFa.pkg	EP0082-NPEF00069_00-GFINALFANF000001	2020/01/01		1390719456		01.00
NPEF00069	EU	FINAL FANTASY VII          [ID: GFINALFANG000001]	http://zeus.dl.playstation.net/cdn/EP0082/NPEF00069_00/efXYk0YkNl2W4sKGKbevuMIPHt76dA8pTtxq21s0sBduFXfoeD4m6IfOJXycVaV5QS15y02VAs4fQbN3VTtRUAs8OevTP5rJkEMdA.pkg	EP0082-NPEF00069_00-GFINALFANG000001	2020/01/01		1391821744		01.00
NPEF00069	EU	FINAL FANTASY VII          [ID: GFINALFANS000001]	http://zeus.dl.playstation.net/cdn/EP0082/NPEF00069_00/trf7wjH0lxyPBGXJVPk0QRNxRVjFeGYLYabUGRaj6vwIQ79ukGvTTjayOaBW0sMIWwVhVpYNfAEmi2aqK9KIY7Ug54NA1CBA025cu.pkg	EP0082-NPEF00069_00-GFINALFANS000001	2020/01/01		1394261872		01.00
NPEF00070	EU	FINAL FANTASY VIII          [ID: GFINALFANT000ENG]	http://zeus.dl.playstation.net/cdn/EP0082/NPEF00070_00/xtkCijqDO0qkdhHGrS2mfXX3aw7fXiD2LSypDC6qhKt5MyqjQydu4yDpJpRMVePaq8lKLQm9HF4XINhnRsdegAyjlC89AWDvMIfTb.pkg	EP0082-NPEF00070_00-GFINALFANT000ENG	2020/01/01		1887916960		01.00
NPEF00070	EU	FINAL FANTASY VIII          [ID: GFINALFANT000FRE]	http://zeus.dl.playstation.net/cdn/EP0082/NPEF00070_00/pFUSJ2NKej7HrnsgkjSEjD9eCkWEemq14Aw8AmoCUIv2C7kJBkfPbkDWOkByBL9ExxwJ4Q59ks3SCgg4upXE1jhgvwtinvjBDCpa9.pkg	EP0082-NPEF00070_00-GFINALFANT000FRE	2020/01/01		1888149920		01.00
NPEF00070	EU	FINAL FANTASY VIII          [ID: GFINALFANT000GER]	http://zeus.dl.playstation.net/cdn/EP0082/NPEF00070_00/Ut5QY0eSl97PL3IQQpCyQfnml4KMCekfEOfXmcSrsG8IO4rYTs867IDTe4wStLxbXjFLsDULkoEwwRHkwmE0aiIdUSKLFN7qpwGla.pkg	EP0082-NPEF00070_00-GFINALFANT000GER	2020/01/01		1888182160		01.00
NPEF00070	EU	FINAL FANTASY VIII          [ID: GFINALFANT000ITA]	http://zeus.dl.playstation.net/cdn/EP0082/NPEF00070_00/bvmiTglbrb2A5REqhh9qYTkaOiqknv6GdOxjbaOAnXOq23Mynb51SmlNhQD3JG3ghPT472rW6OYy9kLNMQm40PuVo6EIA9oD78adH.pkg	EP0082-NPEF00070_00-GFINALFANT000ITA	2020/01/01		1888235840		01.00
NPEF00070	EU	FINAL FANTASY VIII          [ID: GFINALFANT000SPA]	http://zeus.dl.playstation.net/cdn/EP0082/NPEF00070_00/9NDKCLtCDWkWRx2kPn4aMsOkXbseyEY0nhilexWtpxhpEoKHmS7PSmVbBJ6gSpxashSWloVOQifgUtbBPlywMHfAAMDJxY3l9vVSQ.pkg	EP0082-NPEF00070_00-GFINALFANT000SPA	2020/01/01		1888406512		01.00
NPEF00071	EU	FINAL FANTASY IX          [ID: GFINALFANT000ENG]	http://zeus.dl.playstation.net/cdn/EP0082/NPEF00071_00/0wxoah7CO1CdITXQgnuVWNHD36teGTDRVowNHErTwlRtUqVV2yhGgLwdNihkVeVNy3PKctb39k32dtX3B0mR2ODNVwXDKWgrllpHS.pkg	EP0082-NPEF00071_00-GFINALFANT000ENG	2020/01/01		1599073824		01.00
NPEF00071	EU	FINAL FANTASY IX          [ID: GFINALFANT000FRE]	http://zeus.dl.playstation.net/cdn/EP0082/NPEF00071_00/6nmXEcxLVMLiEf4Vka17jBQePfYTRkKajbg76IJxjDQ1Qn3XUMTV7aafnbgiBYJ6O7jljXwruebbxAKG3wqpIE8FrAfD7Bq0hjK65.pkg	EP0082-NPEF00071_00-GFINALFANT000FRE	2020/01/01		1598683136		01.00
NPEF00071	EU	FINAL FANTASY IX          [ID: GFINALFANT000GER]	http://zeus.dl.playstation.net/cdn/EP0082/NPEF00071_00/QNsN1JliHKQBIHxi5Lc6gO2X8KvJmbmCMdG0Q7oU9dRUCpH4DKQPjkbwDWyeVn6jVc0ccUVS4jRl5YSLns31BAecp2XfkXlYpKikw.pkg	EP0082-NPEF00071_00-GFINALFANT000GER	2020/01/01		1599481504		01.00
NPEF00071	EU	FINAL FANTASY IX          [ID: GFINALFANT000ITA]	http://zeus.dl.playstation.net/cdn/EP0082/NPEF00071_00/wOpUpskyLwsjC19LE2dKpAyAQBaTi4sQXEqjdY4xrpjchsiWOooJFb15WuctEOxSJMUnKBl1sUFtjE92U8MtvkHYV0En3GQABKg2s.pkg	EP0082-NPEF00071_00-GFINALFANT000ITA	2020/01/01		1598118704		01.00
NPEF00071	EU	FINAL FANTASY IX          [ID: GFINALFANT000SPA]	http://zeus.dl.playstation.net/cdn/EP0082/NPEF00071_00/DehFKaCWfx1vH2i9qb6JqixQfnPa0N2vpkjrCaXygF6SrpOw1lw3Y11jFi9DJhc9x8tX8R31Ff1H5oVbslV6OVitDwKFQxLkmqkMb.pkg	EP0082-NPEF00071_00-GFINALFANT000SPA	2020/01/01		1598305184		01.00
